"year","area","port","species","landings_lb","landings_kg","landings_mt","value_usd","filename"
2000,"Eureka","Crescent City","Rockfish, cowcod",32,14.5149576956568,0.0145149576956568,14,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Triggerfish",3,1.36077728396783,0.00136077728396783,11,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, aurora",31,14.0613652676676,0.0140613652676676,9,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, greenspotted",6,2.72155456793566,0.00272155456793566,8,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sanddab, Pacific",20,9.07184855978553,0.00907184855978553,7,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Cod, Pacific",9,4.08233185190349,0.00408233185190349,6,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, group gopher",2,0.907184855978553,0.000907184855978553,5,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, greenstriped",8,3.62873942391421,0.00362873942391421,3,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Sole, unspecified",2,0.907184855978553,0.000907184855978553,1,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Mackerel, jack",297,134.716951112815,0.134716951112815,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Mackerel, Pacific",608,275.78419621748,0.27578419621748,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shark, unspecified",121,54.8846837867024,0.0548846837867024,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Fish, unspecified",1318,597.834820089866,0.597834820089866,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Squid, market",916,415.490664038177,0.415490664038177,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Squid, jumbo",342,155.128610372333,0.155128610372332,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Halibut, Pacific",164,74.3891581902413,0.0743891581902413,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Rockfish, shortbelly",4886,2216.2526031556,2.2162526031556,0,"landings00_table16pub.pdf"
2000,"Eureka","Crescent City","Shark, spiny dogfish",1107,502.126817784129,0.502126817784129,0,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Shad, American",1,0.453592427989276,0.000453592427989276,NA,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Crab, Dungeness",862810,391364.082793428,391.364082793428,1794656,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sablefish",724534,328643.136220782,328.643136220782,901531,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, petrale",617642,280157.734408153,280.157734408153,602491,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Tuna, albacore",571713,259324.687783033,259.324687783033,512764,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, Dover",1331925,604151.094649617,604.151094649617,482284,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Thornyhead, longspine",288646,130927.639969393,130.927639969393,293750,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, widow",358184,162469.550226911,162.469550226911,159466,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Shrimp, ocean (pink)",399236,181090.426580727,181.090426580727,133705,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Smelt, night",455820,206756.500526072,206.756500526072,125347,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Thornyhead, shortspine",97626,44282.4143748811,44.2824143748811,124874,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Whiting, Pacific",2539274,1151795.45899004,1151.79545899004,123996,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Salmon, Chinook",56669,25704.6293017243,25.7046293017243,118708,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Skate, unspecified",397750,180416.388232735,180.416388232735,78379,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Smelt, surf",212649,96455.9762194916,96.4559762194916,54701,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group slope",117954,53503.0412510471,53.5030412510471,51072,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, English",125168,56775.2570265617,56.7752570265617,45065,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Thornyheads",38623,17519.1003462298,17.5191003462298,42014,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, rex",93713,42507.5072041591,42.5075072041591,40948,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Surfperch, redtail",16947,7687.03087713427,7.68703087713427,19529,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Lingcod",18992,8614.62739237234,8.61462739237234,19375,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, yellowtail",35377,16046.7393249766,16.0467393249766,16901,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Grenadier",88965,40353.850356066,40.353850356066,13326,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Crab, rock unspecified",8124,3684.98488498488,3.68498488498488,8661,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group shelf",17444,7912.46631384494,7.91246631384494,7718,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, copper",3156,1431.53770273416,1.43153770273416,5818,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sanddab",16704,7576.80791713287,7.57680791713287,5660,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, canary",8566,3885.47273815614,3.88547273815614,5479,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, black",6888,3124.34464399014,3.12434464399014,5321,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, darkblotched",12226,5545.62102459689,5.54562102459689,5118,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Cabezon",2234,1013.32548412804,1.01332548412804,5043,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, yelloweye",2176,987.017123304665,0.987017123304665,3947,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Shark, leopard",4953,2246.64329583089,2.24664329583089,3213,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, chilipepper",7281,3302.60646818992,3.30260646818992,3086,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, China",623,282.588082637319,0.282588082637319,2702,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, quillback",889,403.243668482467,0.403243668482467,2171,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, vermilion",1327,601.91715194177,0.60191715194177,1727,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, redbanded",1602,726.655069638821,0.726655069638821,1707,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, bocaccio",3635,1648.80847574102,1.64880847574102,1645,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Flounder, starry",3141,1424.73381631432,1.42473381631432,1413,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, Pacific ocean perch",2997,1359.41650668386,1.35941650668386,1295,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Halibut, California",612,277.598565929437,0.277598565929437,1224,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, grass",173,78.4714900421448,0.0784714900421448,1037,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Tuna, yellowfin",1003,454.953205273244,0.454953205273244,1003,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sea urchin, red",1002,454.499612845255,0.454499612845255,1002,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Flounder, arrowtooth",8153,3698.13906539657,3.69813906539657,977,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, splitnose",3147,1427.45537088225,1.42745537088225,944,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Surfperch, pile",388,175.993862059839,0.175993862059839,873,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, blue",946,429.098436877855,0.429098436877855,726,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, sand",961,435.902323297695,0.435902323297695,705,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Herring, Pacific - roe on kelp",218,98.8831493016622,0.0988831493016622,632,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, brown",190,86.1825613179625,0.0861825613179625,560,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Greenling, kelp",182,82.5538218940483,0.0825538218940483,536,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, shortbelly",1799,816.012777952708,0.816012777952708,518,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Flounder, unspecified",883,400.522113914531,0.400522113914531,397,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Shark, soupfin",402,182.344156051689,0.182344156051689,381,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, blackgill",802,363.7811272474,0.3637811272474,335,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Topsmelt",186,84.3681916060054,0.0843681916060054,270,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Surfperch, unspecified",226,102.511888725576,0.102511888725576,253,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Turbot",751,340.647913419947,0.340647913419947,250,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, unspecified",407,184.612118191635,0.184612118191635,220,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group nearshore",439,199.127075887292,0.199127075887292,190,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Tuna, skipjack",934,423.655327741984,0.423655327741984,187,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sharks, cow",373,169.18997564,0.16918997564,185,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Ray, bat",452,205.023777451153,0.205023777451153,160,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Mackerel, Pacific",3052,1384.36409022327,1.38436409022327,150,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Octopus, unspecified",299,135.624135968794,0.135624135968794,131,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sanddab, Pacific",300,136.077728396783,0.136077728396783,99,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group small",115,52.1631292187668,0.0521631292187668,97,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group bolina",229,103.872666009544,0.103872666009544,92,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, greenstriped",279,126.552287409008,0.126552287409008,91,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, gopher",35,15.8757349796247,0.0158757349796247,86,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Surfperch, white",101,45.8128352269169,0.0458128352269169,50,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, black-and-yellow",9,4.08233185190349,0.00408233185190349,47,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group rosefish",116,52.6167216467561,0.0526167216467561,33,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Shark, thresher",27,12.2469955557105,0.0122469955557105,27,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Invertebrates, colonial",20,9.07184855978553,0.00907184855978553,26,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, butter",50,22.6796213994638,0.0226796213994638,23,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Surfperch, walleye",36,16.3293274076139,0.016329327407614,18,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, rosethorn",15,6.80388641983915,0.00680388641983915,11,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group deepwater reds",15,6.80388641983915,0.00680388641983915,8,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, bank",8,3.62873942391421,0.00362873942391421,3,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, rock",8,3.62873942391421,0.00362873942391421,3,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, rex",43971,19944.9126511165,19.9449126511165,19176,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group slope",42238,19158.8369734111,19.1588369734111,16035,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sole, English",43701,19822.4426955594,19.8224426955594,15732,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Grenadier",60783,27570.7085504722,27.5707085504722,9117,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Sanddab",21492,9748.60846234553,9.74860846234553,7049,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Lingcod",5618,2548.28226044375,2.54828226044375,5618,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Surfperch, redtail",2548,1155.75350651668,1.15575350651668,2802,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, yellowtail",5956,2701.59650110413,2.70159650110413,2659,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, group shelf",5987,2715.6578663718,2.7156578663718,2543,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Salmon, Chinook",1204,546.125283299089,0.546125283299089,2257,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, darkblotched",6014,2727.90486192751,2.72790486192751,1986,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Shrimp, ocean (pink)",3520,1596.64534652225,1.59664534652225,1183,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Flounder, arrowtooth",8577,3890.46225486402,3.89046225486402,1073,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, chilipepper",2381,1080.00357104247,1.08000357104247,1019,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Cabezon",206,93.4400401657909,0.0934400401657909,250,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, unspecified",234,106.140628149491,0.106140628149491,187,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, quillback",100,45.3592427989276,0.0453592427989276,116,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, brown",57,25.8547683953887,0.0258547683953887,114,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, yelloweye",65,29.483507819303,0.029483507819303,106,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, vermilion",59,26.7619532513673,0.0267619532513673,80,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, China",41,18.5972895475603,0.0185972895475603,41,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, canary",24,10.8862182717426,0.0108862182717426,36,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Greenling, kelp",6,2.72155456793566,0.00272155456793566,12,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Smelt, night",38,17.2365122635925,0.0172365122635925,11,"landings00_table16pub.pdf"
2000,"Eureka","Eureka","Rockfish, gopher",0,0,0,0,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Crab, Dungeness",8872,4024.27202112086,4.02427202112086,18392,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, grass",992,449.963688565362,0.449963688565362,5958,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, black",3649,1655.15876973287,1.65515876973287,4562,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Salmon, Chinook",1566,710.325742231207,0.710325742231207,3454,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, blue",2721,1234.22499655882,1.23422499655882,3444,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Prawn, spot",306,138.799282964719,0.138799282964719,2754,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Tuna, albacore",1621,735.273325770617,0.735273325770617,2432,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Cabezon",770,349.266169551743,0.349266169551743,2256,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Sea urchin, red",2733,1239.66810569469,1.23966810569469,2223,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Lingcod",902,409.140370046327,0.409140370046327,1470,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, yellowtail",759,344.276652843861,0.344276652843861,1280,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, vermilion",604,273.969826505523,0.273969826505523,1147,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, widow",1101,499.405263216193,0.499405263216193,1119,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, China",419,190.055227327507,0.190055227327507,1043,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, brown",188,85.275376461984,0.085275376461984,936,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, yelloweye",481,218.177957862842,0.218177957862842,935,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Greenling, kelp",190,86.1825613179625,0.0861825613179625,863,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Crab, Dungeness",476963,216346.805231049,216.346805231049,970967,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Salmon, Chinook",2366,1073.19968462263,1.07319968462263,4672,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, black",2451,1111.75504100172,1.11175504100172,1967,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Lingcod",1267,574.701606262413,0.574701606262413,1591,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, gopher",87,39.462541235067,0.039462541235067,541,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Halibut, California",176,79.8322673261126,0.0798322673261126,527,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, group small",261,118.387623705201,0.118387623705201,432,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, unspecified",231,104.779850865523,0.104779850865523,342,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, black-and-yellow",46,20.8652516875067,0.0208652516875067,275,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, chilipepper",265,120.201993417158,0.120201993417158,265,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Sablefish",145,65.7709020584451,0.0657709020584451,196,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, copper",98,44.4520579429491,0.0444520579429491,158,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, group nearshore",149,67.5852717704022,0.0675852717704022,96,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, group bolina",20,9.07184855978553,0.00907184855978553,60,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, canary",25,11.3398106997319,0.0113398106997319,38,"landings00_table16pub.pdf"
2000,"Eureka","Shelter Cove","Rockfish, bocaccio",20,9.07184855978553,0.00907184855978553,20,"landings00_table16pub.pdf"
